Wall time,Step,Value
1615190824.5456612,10,-724.0009155273438
1615190834.4104104,20,-881.6657104492188
1615190847.564641,30,-169.21385192871094
1615190861.579663,40,-138.53579711914062
1615190872.216879,50,-264.8657531738281
1615190884.1552873,60,-406.8843078613281
1615190896.7942197,70,-323.9728088378906
1615190909.7717838,80,-223.8517608642578
1615190925.1523745,90,-171.25018310546875
1615190966.872896,100,-119.41915893554688
1615191027.3196204,110,-304.5841369628906
1615191119.1868045,120,-180.3836212158203
1615191196.146646,130,-99.0420913696289
1615191276.9201803,140,-32.24119186401367
1615191414.138724,150,-134.2132110595703
1615191543.0064516,160,-119.92666625976562
1615191644.2674851,170,-78.65916442871094
1615191806.2085369,180,-65.52288818359375
1615191987.7352939,190,-57.57749557495117
1615192153.4449594,200,-84.53594970703125
1615192313.7783883,210,-52.8152961730957
1615192488.8408875,220,-60.73107147216797
1615192717.2861931,230,-57.19839859008789
1615192930.666513,240,-53.70278549194336
1615193107.0531032,250,-115.7890396118164
1615193260.2564962,260,-51.603816986083984
1615193474.6164536,270,82.76358032226562
1615193685.9047897,280,-84.23399353027344
1615193916.7362084,290,-73.60581970214844
1615194223.3088186,300,-24.174070358276367
1615194529.6020324,310,17.80853271484375
1615194788.493407,320,-20.49520492553711
1615194959.2328186,330,-90.75315856933594
1615195203.26781,340,162.84628295898438
1615195418.496021,350,-0.6282774209976196
1615195789.8265603,360,-30.2781925201416
1615196161.2828465,370,-33.21818923950195
1615196583.8801615,380,187.18338012695312
1615196849.2875414,390,-3.890730381011963
1615197109.1750717,400,27.734098434448242
1615197403.0342681,410,67.69169616699219
1615197771.5349376,420,215.27098083496094
1615197998.846677,430,187.03274536132812
1615198209.027554,440,27.75926399230957
1615198446.216874,450,130.55743408203125
1615198759.731824,460,202.87216186523438
1615198941.541271,470,131.40872192382812
1615199060.4241629,480,114.53379821777344
1615199274.7522364,490,239.48443603515625
1615199475.8991354,500,175.66700744628906
1615199839.7933464,510,115.25851440429688
1615200190.8228343,520,264.7779235839844
1615200470.8598049,530,260.90460205078125
1615200735.246183,540,215.65586853027344
1615201098.7790256,550,237.1064453125
1615201383.469937,560,242.27944946289062
1615201642.9684057,570,212.0917205810547
1615201897.270551,580,208.80909729003906
1615202155.3973117,590,227.4949188232422
1615202402.9738555,600,249.93670654296875
1615202605.0842233,610,256.785400390625
1615202787.610128,620,265.41973876953125
1615202928.1011138,630,229.50514221191406
